WEP,r,k,Result
2,0.98,9,8.84275278739
2,0.98,10,9.82314494425
2,0.99,1,1
2,0.99,2,1.99
2,0.99,3,2.9801
2,0.99,4,3.970199
2,0.99,5,4.96029801
2,0.99,6,5.9503970199
2,0.99,7,6.9404960298
2,0.99,8,7.9305950397
2,0.99,9,8.9206940496
2,0.99,10,9.9107930595
3,0.88,1,1
3,0.88,2,1.88
3,0.88,3,2.7744
3,0.88,4,3.667072
3,0.88,5,4.55995136
3,0.88,6,5.4528058368
3,0.88,7,6.34566329958
3,0.88,8,7.23852040405
3,0.88,9,8.13137755151
3,0.88,10,9.02423469382
3,0.89,1,1
3,0.89,2,1.89
3,0.89,3,2.7921
3,0.89,4,3.692869
3,0.89,5,4.59378441
3,0.89,6,5.4946837149
3,0.89,7,6.39558479136
3,0.89,8,7.29648567295
3,0.89,9,8.19738657598
3,0.89,10,9.09828747664
3,0.9,1,1
3,0.9,2,1.9
3,0.9,3,2.81
3,0.9,4,3.719
3,0.9,5,4.6281
3,0.9,6,5.53719
3,0.9,7,6.446281
3,0.9,8,7.3553719
3,0.9,9,8.26446281
3,0.9,10,9.173553719
3,0.91,1,1
3,0.91,2,1.91
3,0.91,3,2.8281
3,0.91,4,3.745471
3,0.91,5,4.66290761
3,0.91,6,5.5803383151
3,0.91,7,6.49776955164
3,0.91,8,7.41520074035
3,0.91,9,8.33263193337
3,0.91,10,9.250063126
3,0.92,1,1
3,0.92,2,1.92
3,0.92,3,2.8464
3,0.92,4,3.772288
3,0.92,5,4.69821696
3,0.92,6,5.6241426432
3,0.92,7,6.55006858854
3,0.92,8,7.47599451292
3,0.92,9,8.40192043897
3,0.92,10,9.32784636488
3,0.93,1,1
3,0.93,2,1.93
3,0.93,3,2.8649
3,0.93,4,3.799457
3,0.93,5,4.73403801
3,0.93,6,5.6686173393
3,0.93,7,6.60319678625
3,0.93,8,7.53777622496
3,0.93,9,8.47235566425
3,0.93,10,9.4069351035
3,0.94,1,1
3,0.94,2,1.94
3,0.94,3,2.8836
3,0.94,4,3.826984
3,0.94,5,4.77038096
3,0.94,6,5.7137771424
3,0.94,7,6.65717337146
3,0.94,8,7.60056959771
3,0.94,9,8.54396582414
3,0.94,10,9.48736205055
3,0.95,1,1
3,0.95,2,1.95
3,0.95,3,2.9025
3,0.95,4,3.854875
3,0.95,5,4.80725625
3,0.95,6,5.7596371875
3,0.95,7,6.71201814063
3,0.95,8,7.66439909297
3,0.95,9,8.61678004535
3,0.95,10,9.56916099773
3,0.96,1,1
3,0.96,2,1.96
3,0.96,3,2.9216
3,0.96,4,3.883136
3,0.96,5,4.84467456
3,0.96,6,5.8062130176
3,0.96,7,6.7677514793
3,0.96,8,7.72928994083
3,0.96,9,8.69082840237
3,0.96,10,9.65236686391
3,0.97,1,1
3,0.97,2,1.97
3,0.97,3,2.9409
3,0.97,4,3.911773
3,0.97,5,4.88264681
3,0.97,6,5.8535205957
3,0.97,7,6.82439438213
3,0.97,8,7.79526816854
3,0.97,9,8.76614195494
3,0.97,10,9.73701574135
3,0.98,1,1
3,0.98,2,1.98
3,0.98,3,2.9604
3,0.98,4,3.940792
3,0.98,5,4.92118416
3,0.98,6,5.9015763168
3,0.98,7,6.88196847366
3,0.98,8,7.86236063053
3,0.98,9,8.84275278739
3,0.98,10,9.82314494425
3,0.99,1,1
3,0.99,2,1.99
3,0.99,3,2.9801
3,0.99,4,3.970199
3,0.99,5,4.96029801
3,0.99,6,5.9503970199
3,0.99,7,6.9404960298
3,0.99,8,7.9305950397
3,0.99,9,8.9206940496
3,0.99,10,9.9107930595
4,0.88,1,1
4,0.88,2,1.88
4,0.88,3,2.7744
4,0.88,4,3.667072
4,0.88,5,4.55995136
4,0.88,6,5.4528058368
4,0.88,7,6.34566329958
4,0.88,8,7.23852040405
4,0.88,9,8.13137755151
4,0.88,10,9.02423469382
4,0.89,1,1
4,0.89,2,1.89
4,0.89,3,2.7921
4,0.89,4,3.692869
4,0.89,5,4.59378441
4,0.89,6,5.4946837149
4,0.89,7,6.39558479136
4,0.89,8,7.29648567295
4,0.89,9,8.19738657598
4,0.89,10,9.09828747664
4,0.9,1,1
4,0.9,2,1.9
4,0.9,3,2.81
4,0.9,4,3.719
4,0.9,5,4.6281
4,0.9,6,5.53719
4,0.9,7,6.446281
4,0.9,8,7.3553719
4,0.9,9,8.26446281
4,0.9,10,9.173553719
4,0.91,1,1
4,0.91,2,1.91
4,0.91,3,2.8281
4,0.91,4,3.745471
4,0.91,5,4.66290761
4,0.91,6,5.5803383151
4,0.91,7,6.49776955164
4,0.91,8,7.41520074035
4,0.91,9,8.33263193337
4,0.91,10,9.250063126
4,0.92,1,1
4,0.92,2,1.92
4,0.92,3,2.8464
4,0.92,4,3.772288
4,0.92,5,4.69821696
4,0.92,6,5.6241426432
4,0.92,7,6.55006858854
4,0.92,8,7.47599451292
4,0.92,9,8.40192043897
4,0.92,10,9.32784636488
4,0.93,1,1
4,0.93,2,1.93
4,0.93,3,2.8649
4,0.93,4,3.799457
4,0.93,5,4.73403801
4,0.93,6,5.6686173393
4,0.93,7,6.60319678625
4,0.93,8,7.53777622496
4,0.93,9,8.47235566425
4,0.93,10,9.4069351035
4,0.94,1,1
4,0.94,2,1.94
4,0.94,3,2.8836
4,0.94,4,3.826984
4,0.94,5,4.77038096
4,0.94,6,5.7137771424
4,0.94,7,6.65717337146
4,0.94,8,7.60056959771
4,0.94,9,8.54396582414
4,0.94,10,9.48736205055
4,0.95,1,1
4,0.95,2,1.95
4,0.95,3,2.9025
4,0.95,4,3.854875
4,0.95,5,4.80725625
4,0.95,6,5.7596371875
4,0.95,7,6.71201814063
4,0.95,8,7.66439909297
4,0.95,9,8.61678004535
4,0.95,10,9.56916099773
4,0.96,1,1
4,0.96,2,1.96
4,0.96,3,2.9216
4,0.96,4,3.883136
4,0.96,5,4.84467456
4,0.96,6,5.8062130176
4,0.96,7,6.7677514793
4,0.96,8,7.72928994083
4,0.96,9,8.69082840237
4,0.96,10,9.65236686391
4,0.97,1,1
4,0.97,2,1.97
4,0.97,3,2.9409
4,0.97,4,3.911773
4,0.97,5,4.88264681
4,0.97,6,5.8535205957
4,0.97,7,6.82439438213
4,0.97,8,7.79526816854
4,0.97,9,8.76614195494
4,0.97,10,9.73701574135
4,0.98,1,1
4,0.98,2,1.98
4,0.98,3,2.9604
4,0.98,4,3.940792
4,0.98,5,4.92118416
4,0.98,6,5.9015763168
4,0.98,7,6.88196847366
4,0.98,8,7.86236063053
4,0.98,9,8.84275278739
4,0.98,10,9.82314494425
4,0.99,1,1
4,0.99,2,1.99
4,0.99,3,2.9801
4,0.99,4,3.970199
4,0.99,5,4.96029801
4,0.99,6,5.9503970199
4,0.99,7,6.9404960298
4,0.99,8,7.9305950397
4,0.99,9,8.9206940496
4,0.99,10,9.9107930595
5,0.88,1,1
5,0.88,2,1.88
5,0.88,3,2.7744
5,0.88,4,3.667072
5,0.88,5,4.55995136
5,0.88,6,5.4528058368
5,0.88,7,6.34566329958
5,0.88,8,7.23852040405
5,0.88,9,8.13137755151
5,0.88,10,9.02423469382
5,0.89,1,1
5,0.89,2,1.89
5,0.89,3,2.7921
5,0.89,4,3.692869
5,0.89,5,4.59378441
5,0.89,6,5.4946837149
5,0.89,7,6.39558479136
5,0.89,8,7.29648567295
5,0.89,9,8.19738657598
5,0.89,10,9.09828747664
5,0.9,1,1
5,0.9,2,1.9
5,0.9,3,2.81
5,0.9,4,3.719
5,0.9,5,4.6281
5,0.9,6,5.53719
5,0.9,7,6.446281
5,0.9,8,7.3553719
5,0.9,9,8.26446281
5,0.9,10,9.173553719
5,0.91,1,1
5,0.91,2,1.91
5,0.91,3,2.8281
5,0.91,4,3.745471
5,0.91,5,4.66290761
5,0.91,6,5.5803383151
5,0.91,7,6.49776955164
5,0.91,8,7.41520074035
5,0.91,9,8.33263193337
5,0.91,10,9.250063126
5,0.92,1,1
5,0.92,2,1.92
5,0.92,3,2.8464
5,0.92,4,3.772288
5,0.92,5,4.69821696
5,0.92,6,5.6241426432
5,0.92,7,6.55006858854
5,0.92,8,7.47599451292
5,0.92,9,8.40192043897
5,0.92,10,9.32784636488
5,0.93,1,1
5,0.93,2,1.93
5,0.93,3,2.8649
5,0.93,4,3.799457
5,0.93,5,4.73403801
5,0.93,6,5.6686173393
5,0.93,7,6.60319678625
5,0.93,8,7.53777622496
5,0.93,9,8.47235566425
5,0.93,10,9.4069351035
5,0.94,1,1
5,0.94,2,1.94
5,0.94,3,2.8836
5,0.94,4,3.826984
5,0.94,5,4.77038096
5,0.94,6,5.7137771424
5,0.94,7,6.65717337146
5,0.94,8,7.60056959771
5,0.94,9,8.54396582414
5,0.94,10,9.48736205055
5,0.95,1,1
5,0.95,2,1.95
5,0.95,3,2.9025
5,0.95,4,3.854875
5,0.95,5,4.80725625
5,0.95,6,5.7596371875
5,0.95,7,6.71201814063
5,0.95,8,7.66439909297
5,0.95,9,8.61678004535
5,0.95,10,9.56916099773
5,0.96,1,1
5,0.96,2,1.96
5,0.96,3,2.9216
5,0.96,4,3.883136
5,0.96,5,4.84467456
5,0.96,6,5.8062130176
5,0.96,7,6.7677514793
5,0.96,8,7.72928994083
5,0.96,9,8.69082840237
5,0.96,10,9.65236686391
5,0.97,1,1
5,0.97,2,1.97
5,0.97,3,2.9409
5,0.97,4,3.911773
5,0.97,5,4.88264681
5,0.97,6,5.8535205957
5,0.97,7,6.82439438213
5,0.97,8,7.79526816854
5,0.97,9,8.76614195494
5,0.97,10,9.73701574135
5,0.98,1,1
5,0.98,2,1.98
5,0.98,3,2.9604
5,0.98,4,3.940792
5,0.98,5,4.92118416
5,0.98,6,5.9015763168
5,0.98,7,6.88196847366
5,0.98,8,7.86236063053
5,0.98,9,8.84275278739
5,0.98,10,9.82314494425
5,0.99,1,1
5,0.99,2,1.99
5,0.99,3,2.9801
5,0.99,4,3.970199
5,0.99,5,4.96029801
5,0.99,6,5.9503970199
5,0.99,7,6.9404960298
5,0.99,8,7.9305950397
5,0.99,9,8.9206940496
5,0.99,10,9.9107930595
6,0.88,1,1
6,0.88,2,1.88
6,0.88,3,2.7744
6,0.88,4,3.667072
6,0.88,5,4.55995136
6,0.88,6,5.4528058368
6,0.88,7,6.34566329958
6,0.88,8,7.23852040405
6,0.88,9,8.13137755151
6,0.88,10,9.02423469382
6,0.89,1,1
6,0.89,2,1.89
6,0.89,3,2.7921
6,0.89,4,3.692869
6,0.89,5,4.59378441
6,0.89,6,5.4946837149
6,0.89,7,6.39558479136
6,0.89,8,7.29648567295
6,0.89,9,8.19738657598
6,0.89,10,9.09828747664
6,0.9,1,1
6,0.9,2,1.9
6,0.9,3,2.81
6,0.9,4,3.719
6,0.9,5,4.6281
6,0.9,6,5.53719
6,0.9,7,6.446281
6,0.9,8,7.3553719
6,0.9,9,8.26446281
6,0.9,10,9.173553719
6,0.91,1,1
6,0.91,2,1.91
6,0.91,3,2.8281
6,0.91,4,3.745471
6,0.91,5,4.66290761
6,0.91,6,5.5803383151
6,0.91,7,6.49776955164
6,0.91,8,7.41520074035
6,0.91,9,8.33263193337
6,0.91,10,9.250063126
6,0.92,1,1
6,0.92,2,1.92
6,0.92,3,2.8464
6,0.92,4,3.772288
6,0.92,5,4.69821696
6,0.92,6,5.6241426432
6,0.92,7,6.55006858854
6,0.92,8,7.47599451292
6,0.92,9,8.40192043897
6,0.92,10,9.32784636488
6,0.93,1,1
6,0.93,2,1.93
6,0.93,3,2.8649
6,0.93,4,3.799457
6,0.93,5,4.73403801
6,0.93,6,5.6686173393
6,0.93,7,6.60319678625
6,0.93,8,7.53777622496
6,0.93,9,8.47235566425
6,0.93,10,9.4069351035
6,0.94,1,1
6,0.94,2,1.94
6,0.94,3,2.8836
6,0.94,4,3.826984
6,0.94,5,4.77038096
6,0.94,6,5.7137771424
6,0.94,7,6.65717337146
6,0.94,8,7.60056959771
6,0.94,9,8.54396582414
6,0.94,10,9.48736205055
6,0.95,1,1
6,0.95,2,1.95
6,0.95,3,2.9025
6,0.95,4,3.854875
6,0.95,5,4.80725625
6,0.95,6,5.7596371875
6,0.95,7,6.71201814063
6,0.95,8,7.66439909297
6,0.95,9,8.61678004535
6,0.95,10,9.56916099773
6,0.96,1,1
6,0.96,2,1.96
6,0.96,3,2.9216
6,0.96,4,3.883136
6,0.96,5,4.84467456
6,0.96,6,5.8062130176
6,0.96,7,6.7677514793
6,0.96,8,7.72928994083
6,0.96,9,8.69082840237
6,0.96,10,9.65236686391
6,0.97,1,1
6,0.97,2,1.97
6,0.97,3,2.9409
6,0.97,4,3.911773
6,0.97,5,4.88264681
6,0.97,6,5.8535205957
6,0.97,7,6.82439438213
6,0.97,8,7.79526816854
6,0.97,9,8.76614195494
6,0.97,10,9.73701574135
6,0.98,1,1
6,0.98,2,1.98
6,0.98,3,2.9604
6,0.98,4,3.940792
6,0.98,5,4.92118416
6,0.98,6,5.9015763168
6,0.98,7,6.88196847366
6,0.98,8,7.86236063053
6,0.98,9,8.84275278739
6,0.98,10,9.82314494425
6,0.99,1,1
6,0.99,2,1.99
6,0.99,3,2.9801
6,0.99,4,3.970199
6,0.99,5,4.96029801
6,0.99,6,5.9503970199
6,0.99,7,6.9404960298
6,0.99,8,7.9305950397
6,0.99,9,8.9206940496
6,0.99,10,9.9107930595
7,0.88,1,1
7,0.88,2,1.88
7,0.88,3,2.7744
7,0.88,4,3.667072
7,0.88,5,4.55995136
7,0.88,6,5.4528058368
7,0.88,7,6.34566329958
7,0.88,8,7.23852040405
7,0.88,9,8.13137755151
7,0.88,10,9.02423469382
7,0.89,1,1
7,0.89,2,1.89
7,0.89,3,2.7921
7,0.89,4,3.692869
7,0.89,5,4.59378441
7,0.89,6,5.4946837149
7,0.89,7,6.39558479136
7,0.89,8,7.29648567295
7,0.89,9,8.19738657598
7,0.89,10,9.09828747664
7,0.9,1,1
7,0.9,2,1.9
7,0.9,3,2.81
7,0.9,4,3.719
7,0.9,5,4.6281
7,0.9,6,5.53719
7,0.9,7,6.446281
7,0.9,8,7.3553719
7,0.9,9,8.26446281
7,0.9,10,9.173553719
7,0.91,1,1
7,0.91,2,1.91
7,0.91,3,2.8281
7,0.91,4,3.745471
7,0.91,5,4.66290761
7,0.91,6,5.5803383151
7,0.91,7,6.49776955164
7,0.91,8,7.41520074035
7,0.91,9,8.33263193337
7,0.91,10,9.250063126
7,0.92,1,1
7,0.92,2,1.92
7,0.92,3,2.8464
7,0.92,4,3.772288
7,0.92,5,4.69821696
7,0.92,6,5.6241426432
7,0.92,7,6.55006858854
7,0.92,8,7.47599451292
7,0.92,9,8.40192043897
7,0.92,10,9.32784636488
7,0.93,1,1
7,0.93,2,1.93
7,0.93,3,2.8649
7,0.93,4,3.799457
7,0.93,5,4.73403801
7,0.93,6,5.6686173393
7,0.93,7,6.60319678625
7,0.93,8,7.53777622496
7,0.93,9,8.47235566425
7,0.93,10,9.4069351035
7,0.94,1,1
7,0.94,2,1.94
7,0.94,3,2.8836
7,0.94,4,3.826984
7,0.94,5,4.77038096
7,0.94,6,5.7137771424
7,0.94,7,6.65717337146
7,0.94,8,7.60056959771
7,0.94,9,8.54396582414
7,0.94,10,9.48736205055
7,0.95,1,1
7,0.95,2,1.95
7,0.95,3,2.9025
7,0.95,4,3.854875
7,0.95,5,4.80725625
7,0.95,6,5.7596371875
7,0.95,7,6.71201814063
7,0.95,8,7.66439909297
7,0.95,9,8.61678004535
7,0.95,10,9.56916099773
7,0.96,1,1
7,0.96,2,1.96
7,0.96,3,2.9216
7,0.96,4,3.883136
7,0.96,5,4.84467456
7,0.96,6,5.8062130176
7,0.96,7,6.7677514793
7,0.96,8,7.72928994083
7,0.96,9,8.69082840237
7,0.96,10,9.65236686391
7,0.97,1,1
7,0.97,2,1.97
7,0.97,3,2.9409
7,0.97,4,3.911773
7,0.97,5,4.88264681
7,0.97,6,5.8535205957
7,0.97,7,6.82439438213
7,0.97,8,7.79526816854
7,0.97,9,8.76614195494
7,0.97,10,9.73701574135
7,0.98,1,1
7,0.98,2,1.98
7,0.98,3,2.9604
7,0.98,4,3.940792
7,0.98,5,4.92118416
7,0.98,6,5.9015763168
7,0.98,7,6.88196847366
7,0.98,8,7.86236063053
7,0.98,9,8.84275278739
7,0.98,10,9.82314494425
7,0.99,1,1
7,0.99,2,1.99
7,0.99,3,2.9801
7,0.99,4,3.970199
7,0.99,5,4.96029801
7,0.99,6,5.9503970199
7,0.99,7,6.9404960298
7,0.99,8,7.9305950397
7,0.99,9,8.9206940496
7,0.99,10,9.9107930595
