5.51446030035,44
7.519715640401,23
12.410802776033,3
16.461144229471,29
24.891060731302,74
24.936044761631,50
32.533940376493,6
33.360427734071,72
36.857151030176,25
42.380143312619,29
43.27701359951,0
45.820452355044,0
54.193048535905,0
63.116318180455,14
5.51446030035,44
7.519715640401,23
12.410802776033,3
16.461144229471,29
24.891060731302,74
24.936044761631,50
32.533940376493,6
33.360427734071,72
36.857151030176,25
42.380143312619,29
43.27701359951,0
45.820452355044,0
54.193048535905,0
63.116318180455,14
67.693632101761,12
72.64859825728,16
76.924943045481,21
83.639114935163,0
87.656940146994,14
97.175889513652,12
99.230496379049,16
107.501873678044,51
108.671529912853,0
111.884510116857,31
117.164660224069,12
118.656894890611,7
5.51446030035,44
7.519715640401,23
